jahr,geber,politikbereich,betrag,plz,name
2011,02,14,15300,43,Verein zur Förderung der Zivilcourage und der kulturellen Vielfalt e. V.
2010,23,02,7112,138,Verein zur Förderung der Zivilcourage und der kulturellen Vielfalt e. V.
2009,05,28,7570,34,Verein zur Förderung des Britzer Weinguts e. V.
2010,09,17,9500,155,Verein zur Förderung des H2O Museums e. V.
2013,28,28,210000,399,Verein zur Förderung des Wasserwesens e. V.
2014,28,28,210000,399,Verein zur Förderung des Wasserwesens e. V.
2016,28,28,409800,10,Verein zur Förderung des Wasserwesens e. V.
2012,28,28,210000,12,Verein zur Förderung des Wasserwesens e.V
2011,10,13,2000,120,Verein zur Förderung interkultureller Begegnungen 'Ausländer mit uns' e. V.
2011,10,13,40910,120,Verein zur Förderung interkultureller Begegnungen 'Ausländer mit uns' e. V.
2014,10,20,40910,120,Verein zur Förderung interkultureller Begegnungen 'Ausländer mit uns' e. V.
2010,01,17,2998,143,Verein zur Förderung interkultureller Jugendarbeit e. V.
2014,17,14,213823,156,Verein zur Förderung multikultureller Generationen e.V.
2015,16,02,11216,217,Verein zur Förderung sozialer und kultureller Kontakte e. V.
2010,23,02,9000,117,Verein zur Förderung und Stabilisierung des Unternehmerinnen-Netzwerkes Tempelhof-Schöneberg
2014,17,14,18000,145,Verein zur Förderung und Unterhaltung der EKT Wilde 13 e.V.
2014,16,02,59786,62,Verein zur Förderung von Arbeit, Forschung und Bildung e. V.
2014,16,02,31053,62,Verein zur Förderung von Arbeit, Forschung und Bildung e. V.
2014,16,02,6109,62,Verein zur Förderung von Arbeit, Forschung und Bildung e. V.
2014,16,02,54197,62,Verein zur Förderung von Arbeit, Forschung und Bildung e. V.
2014,16,02,35098,62,Verein zur Förderung von Arbeit, Forschung und Bildung e. V.
2014,16,02,58419,62,Verein zur Förderung von Arbeit, Forschung und Bildung e. V.
2014,16,02,122178,62,Verein zur Förderung von Arbeit, Forschung und Bildung e. V.
2014,16,02,53920,62,Verein zur Förderung von Arbeit, Forschung und Bildung e. V.
2014,16,02,29204,62,Verein zur Förderung von Arbeit, Forschung und Bildung e. V.
2014,16,02,8783,62,Verein zur Förderung von Arbeit, Forschung und Bildung e. V.
2015,16,02,35227,62,Verein zur Förderung von Arbeit, Forschung und Bildung e. V.
2015,16,02,31631,62,Verein zur Förderung von Arbeit, Forschung und Bildung e. V.
2015,16,02,11294,62,Verein zur Förderung von Arbeit, Forschung und Bildung e. V.
2016,16,02,14056,62,Verein zur Förderung von Arbeit, Forschung und Bildung e. V.
2016,16,02,14612,62,Verein zur Förderung von Arbeit, Forschung und Bildung e. V.
2016,16,02,10750,62,Verein zur Förderung von Arbeit, Forschung und Bildung e. V.
2016,16,02,37438,62,Verein zur Förderung von Arbeit, Forschung und Bildung e. V.
2011,01,23,15000,331,Verein zur Förderung von demokratischen Entwicklungsprozessen (VDE e. V.)
2011,01,23,35000,331,Verein zur Förderung von demokratischen Entwicklungsprozessen (VDE e. V.)
2012,01,23,50283,331,Verein zur Förderung von demokratischen Entwicklungsprozessen (VDE e. V.)
2014,01,23,10000,331,Verein zur Förderung von demokratischen Entwicklungsprozessen (VDE e. V.)
2015,01,23,10000,331,Verein zur Förderung von demokratischen Entwicklungsprozessen (VDE e. V.)
2016,01,23,10000,331,Verein zur Förderung von demokratischen Entwicklungsprozessen (VDE e. V.)
2016,01,23,10000,331,Verein zur Förderung von demokratischen Entwicklungsprozessen (VDE e. V.)
2013,01,23,100000,331,Verein zur Förderung von demokratischen Entwicklungsprozessen (VDE e.V.)
2009,26,23,15000,331,Verein zur Förderung von demokratischen Entwicklungsprozessen e. V. (VDE e. V.)
2009,26,23,70000,331,Verein zur Förderung von demokratischen Entwicklungsprozessen e. V. (VDE e. V.)
2014,05,11,10006,203,Verein zur Förderung von Kindern, Jugendlichen und Familien - Thessa e. V.
2015,05,11,19993,203,Verein zur Förderung von Kindern, Jugendlichen und Familien - Thessa e. V.
2016,05,11,12663,203,Verein zur Förderung von Kindern, Jugendlichen und Familien - Thessa e. V.
2013,05,11,9841,203,Verein zur Förderung von Kindern, Jugendlichen und Familien - Thessa e.V.
2009,23,02,33353,49,Verein zur Förderung von Spiel und Theater in der Kirche Berlin-Brandenburg e. V.
2010,23,02,31674,49,Verein zur Förderung von Spiel und Theater in der Kirche Berlin-Brandenburg e. V.
2011,23,02,5146,49,Verein zur Förderung von Spiel und Theater in der Kirche Berlin-Brandenburg e. V.
2010,21,11,16223,105,Verein zur sozialen und psychotherapeutischen Betreuung Suchtmittelgefährdeter e. V.
2011,21,11,16346,105,Verein zur sozialen und psychotherapeutischen Betreuung Suchtmittelgefährdeter e. V.
2011,09,17,2350,33,Verein zur Überwindung der Schwerkraft e. V.
2013,15,17,18000,33,Verein zur Überwindung der Schwerkraft e. V.
2013,07,17,2086,33,Verein zur Überwindung der Schwerkraft e. V. (Vüsch)
2009,01,17,4840,33,Verein zur Überwindung der Schwerkraft e. V. Zirkus Zack
2009,02,28,103103,51,Verein zur Unterstützung der Stiftung Wirtschaftskreis Hohenschönhausen e. V.
2009,29,28,26330,330,Vereinigte Molkereizentralen GmbH & Co. KG
2011,29,28,9544,164,Vereinigte Sandbläsereien
2010,29,28,127152,164,Vereinigte Sandbläsereien Rolf Lange GmbH
2010,22,21,950,234,Vereinigte Sportgemeinschaft Rahnsdorf 49 e. V.
2012,01,21,300,169,Vereinigung Adler 1912 e. V.
2013,13,20,21625,82,Vereinigung der Opfer des Stalinismus e. V.
2015,13,20,51221,82,Vereinigung der Opfer des Stalinismus e. V.
2016,13,20,54566,82,Vereinigung der Opfer des Stalinismus e. V.
2012,13,20,53610,82,Vereinigung der Opfer des Stalinismus e.V.
2015,16,02,1570,83,Vereinigung der Unternehmensverbände in Berlin und Brandenburg e. V.
2009,23,02,2356,83,Vereinigung der Unternehmensverbände in Berlin und Brandenburg e. V.
2010,23,02,2356,83,Vereinigung der Unternehmensverbände in Berlin und Brandenburg e. V.
2011,23,13,7000,83,Vereinigung der Unternehmensverbände in Berlin und Brandenburg e. V.
2009,02,20,33000,45,Vereinigung der Vietnamesen in Berlin & Brandenburg e. V.
2010,02,20,33000,45,Vereinigung der Vietnamesen in Berlin & Brandenburg e. V.
2011,02,20,33000,45,Vereinigung der Vietnamesen in Berlin & Brandenburg e. V.
2012,02,20,33000,45,Vereinigung der Vietnamesen in Berlin & Brandenburg e. V.
2013,02,20,33000,45,Vereinigung der Vietnamesen in Berlin & Brandenburg e. V.
2014,02,20,32250,45,Vereinigung der Vietnamesen in Berlin & Brandenburg e. V.
2015,02,20,29250,45,Vereinigung der Vietnamesen in Berlin & Brandenburg e. V.
2016,02,20,32998,45,Vereinigung der Vietnamesen in Berlin & Brandenburg e. V.
2012,16,13,33200,45,Vereinigung der Vietnamesen in Berlin & Brandenburg e. V.
2013,16,13,33200,45,Vereinigung der Vietnamesen in Berlin & Brandenburg e. V.
2016,16,13,32050,45,Vereinigung der Vietnamesen in Berlin & Brandenburg e. V.
2009,23,13,33200,45,Vereinigung der Vietnamesen in Berlin & Brandenburg e. V.
2010,23,13,33200,45,Vereinigung der Vietnamesen in Berlin & Brandenburg e. V.
2011,23,13,82950,45,Vereinigung der Vietnamesen in Berlin-Brandenburg e. V.
2016,28,28,805588,217,Vereinigung für Betriebliche Bildungsforschung e. V.
2012,20,20,15502,160,Vereinigung für Jugendhilfe e. V.
2013,20,20,15502,160,Vereinigung für Jugendhilfe e. V.
2014,20,20,15502,160,Vereinigung für Jugendhilfe e. V.
2015,20,20,15502,160,Vereinigung für Jugendhilfe e. V.
2016,20,20,15860,160,Vereinigung für Jugendhilfe e. V.
2009,23,20,15690,160,Vereinigung für Jugendhilfe e. V.
2010,23,20,15690,160,Vereinigung für Jugendhilfe e. V.
2011,23,20,15690,160,Vereinigung für Jugendhilfe e. V.
2016,17,14,20000,269,Vereinigung Junger Freiwilliger
2012,27,25,296144,54,Vereinigung Junger Freiwilliger
2012,27,25,161890,54,Vereinigung Junger Freiwilliger
2013,27,25,318936,54,Vereinigung Junger Freiwilliger
2013,27,25,160690,54,Vereinigung Junger Freiwilliger
2011,26,25,306936,54,Vereinigung Junger Freiwilliger e. V.
2011,26,25,150724,54,Vereinigung Junger Freiwilliger e. V.
2014,27,25,316536,54,Vereinigung Junger Freiwilliger e. V.
2014,27,25,163030,54,Vereinigung Junger Freiwilliger e. V.
2015,27,25,319688,269,Vereinigung Junger Freiwilliger e. V.
2015,27,25,150885,269,Vereinigung Junger Freiwilliger e. V.
2016,27,25,274915,269,Vereinigung Junger Freiwilliger e. V.
2016,27,25,209268,269,Vereinigung Junger Freiwilliger e. V.
2010,22,21,800,168,Vereinigung Märkischer Wanderpaddler e. V.
2011,22,21,766,168,Vereinigung Märkischer Wanderpaddler e. V.
2012,22,21,1466,168,Vereinigung Märkischer Wanderpaddler e. V.
2013,22,21,868,168,Vereinigung Märkischer Wanderpaddler e. V.
2014,22,21,947,168,Vereinigung Märkischer Wanderpaddler e. V.
2015,22,21,1973,168,Vereinigung Märkischer Wanderpaddler e. V.
2016,22,21,1286,168,Vereinigung Märkischer Wanderpaddler e. V.
2013,16,02,4900,336,Vereinigung Wirtschaftshof Spandau e. V.
2010,23,02,5750,336,Vereinigung Wirtschaftshof Spandau e. V.
2013,27,23,35000,336,Vereinigung Wirtschaftshof Spandau e. V.
2010,30,11,75000,00,Vergessen ist ansteckend gGmbH
2011,30,11,54500,361,Vergessen ist ansteckend gGmbH
2012,30,20,52500,361,Vergessen ist ansteckend gGmbH
2013,30,20,54000,361,Vergessen ist ansteckend gGmbH
2014,30,20,40000,361,Vergessen ist ansteckend gGmbH
2016,30,20,36800,361,Vergessen ist ansteckend gGmbH
2012,27,23,1600,136,Verkehrsclub Deutschland
2012,27,23,16000,136,Verkehrsclub Deutschland
2012,27,23,4320,136,Verkehrsclub Deutschland
2013,27,27,16000,136,Verkehrsclub Deutschland
2013,27,27,4320,136,Verkehrsclub Deutschland
2013,27,27,2400,136,Verkehrsclub Deutschland
2014,27,27,16000,136,Verkehrsclub Deutschland e. V.
2014,27,27,4400,136,Verkehrsclub Deutschland e. V.
2015,16,02,1756,136,Verkehrsclub Deutschland, Landesverband Nordost e. V.
2010,26,27,67000,139,Verkehrssicherheit Berlin - Brandenburg GmbH
2012,27,23,52800,139,Verkehrssicherheit Berlin Brandenburg
2013,27,27,31359,139,Verkehrssicherheit Berlin Brandenburg
2014,27,27,31000,139,Verkehrssicherheit Berlin Brandenburg GmbH
2015,27,27,33680,139,Verkehrssicherheit Berlin Brandenburg GmbH
2016,27,27,38160,139,Verkehrssicherheit Berlin Brandenburg GmbH
2009,26,27,67000,139,Verkehrssicherheit Berlin-Brandenburg GmbH
2013,28,28,82720,12,Verlag 8. Mai GmbH
2016,17,04,76002,62,Vernetzungsstelle Schulverpflegung Berlin
2016,17,04,13498,62,Vernetzungsstelle Schulverpflegung Berlin
2016,17,14,30000,62,Vernetzungsstelle Schulverpflegung Berlin
2016,25,26,9491,60,Vernetzungsstelle Schulverpflegung Berlin
2012,17,04,41986,22,Vernetzungsstelle Schulverpflegung Berlin e. V.
2013,17,04,41986,22,Vernetzungsstelle Schulverpflegung Berlin e. V.
2014,17,04,109250,22,Vernetzungsstelle Schulverpflegung Berlin e. V.
2015,17,04,109249,62,Vernetzungsstelle Schulverpflegung Berlin e. V.
2009,18,04,109312,22,Vernetzungsstelle Schulverpflegung Berlin e. V.
2010,18,04,27903,22,Vernetzungsstelle Schulverpflegung Berlin e. V.
2011,18,04,32107,22,Vernetzungsstelle Schulverpflegung Berlin e. V.
2013,07,17,1400,00,verschiedene Gesellschaften bürgerlichen Rechts
2013,07,23,20984,00,verschiedene Gesellschaften bürgerlichen Rechts
2012,07,17,3330,00,verschiedene GbR
2012,07,23,40967,00,verschiedene GbR
2016,01,23,10000,00,Verschiedene Geselllschaften bürgerlichen Rechts
2016,01,25,21977,00,Verschiedene Geselllschaften bürgerlichen Rechts
2014,00,17,2014,00,Verschiedene Gesellschaften bürgerlichen Rechts
2009,01,00,4840,00,Verschiedene Gesellschaften bürgerlichen Rechts
2011,01,00,96696,00,Verschiedene Gesellschaften bürgerlichen Rechts
2012,01,04,168344,00,Verschiedene Gesellschaften bürgerlichen Rechts
2012,01,13,15954,00,Verschiedene Gesellschaften bürgerlichen Rechts
2012,01,17,19700,00,Verschiedene Gesellschaften bürgerlichen Rechts
2012,01,23,24524,00,Verschiedene Gesellschaften bürgerlichen Rechts
2013,01,23,122257,00,Verschiedene Gesellschaften bürgerlichen Rechts
2015,01,23,46822,00,Verschiedene Gesellschaften bürgerlichen Rechts
2015,02,17,3000,00,Verschiedene Gesellschaften bürgerlichen Rechts
2016,02,11,22000,00,Verschiedene Gesellschaften bürgerlichen Rechts
2016,02,17,2500,00,Verschiedene Gesellschaften bürgerlichen Rechts
2016,02,17,6200,00,Verschiedene Gesellschaften bürgerlichen Rechts
2014,04,23,7799,00,Verschiedene Gesellschaften bürgerlichen Rechts
2010,05,00,1950,00,Verschiedene Gesellschaften bürgerlichen Rechts
2011,05,00,618943,00,Verschiedene Gesellschaften bürgerlichen Rechts
2013,05,04,200999,00,verschiedene Gesellschaften bürgerlichen Rechts
2013,05,17,12000,00,verschiedene Gesellschaften bürgerlichen Rechts
2013,05,25,49648,00,verschiedene Gesellschaften bürgerlichen Rechts
2013,05,28,9000,00,verschiedene Gesellschaften bürgerlichen Rechts
2014,05,03,68999,00,Verschiedene Gesellschaften bürgerlichen Rechts
2014,05,04,10499,00,Verschiedene Gesellschaften bürgerlichen Rechts
2015,05,04,32000,00,Verschiedene Gesellschaften bürgerlichen Rechts
2015,05,07,13000,00,Verschiedene Gesellschaften bürgerlichen Rechts
2015,05,17,14999,00,Verschiedene Gesellschaften bürgerlichen Rechts
2015,05,23,32999,00,Verschiedene Gesellschaften bürgerlichen Rechts
2015,05,25,34000,00,Verschiedene Gesellschaften bürgerlichen Rechts
2015,05,28,9996,00,Verschiedene Gesellschaften bürgerlichen Rechts
2016,05,04,35000,00,verschiedene Gesellschaften bürgerlichen Rechts
2016,05,13,21000,00,verschiedene Gesellschaften bürgerlichen Rechts
2016,05,17,30000,00,verschiedene Gesellschaften bürgerlichen Rechts
2016,05,23,12999,00,verschiedene Gesellschaften bürgerlichen Rechts
2016,05,25,52999,00,verschiedene Gesellschaften bürgerlichen Rechts
2016,05,28,9996,00,verschiedene Gesellschaften bürgerlichen Rechts
2009,07,00,1908,00,Verschiedene Gesellschaften bürgerlichen Rechts
2010,07,00,4099,00,Verschiedene Gesellschaften bürgerlichen Rechts
2011,07,00,28278,00,Verschiedene Gesellschaften bürgerlichen Rechts
2014,07,17,4170,00,Verschiedene Gesellschaften bürgerlichen Rechts
2014,07,23,7999,00,Verschiedene Gesellschaften bürgerlichen Rechts
2014,07,23,21000,00,Verschiedene Gesellschaften bürgerlichen Rechts
2015,07,17,640,00,Verschiedene Gesellschaften bürgerlichen Rechts
2015,07,23,11000,00,Verschiedene Gesellschaften bürgerlichen Rechts
2016,07,17,2400,00,Verschiedene Gesellschaften bürgerlichen Rechts
2016,07,23,37991,00,Verschiedene Gesellschaften bürgerlichen Rechts
2013,09,17,3000,136,Verschiedene Gesellschaften bürgerlichen Rechts
2013,09,17,1200,79,Verschiedene Gesellschaften bürgerlichen Rechts
2014,11,14,2000,00,Verschiedene Gesellschaften bürgerlichen Rechts
2014,11,17,2035,00,Verschiedene Gesellschaften bürgerlichen Rechts
2015,11,14,2000,00,Verschiedene Gesellschaften bürgerlichen Rechts
2010,13,00,19560,00,Verschiedene Gesellschaften bürgerlichen Rechts
2012,13,04,5500,00,Verschiedene Gesellschaften bürgerlichen Rechts
2014,13,04,3500,00,Verschiedene Gesellschaften bürgerlichen Rechts
2013,14,17,73382,00,Verschiedene Gesellschaften bürgerlichen Rechts
2014,14,17,276148,00,Verschiedene Gesellschaften bürgerlichen Rechts
2014,15,17,100000,00,Verschiedene Gesellschaften bürgerlichen Rechts
2014,15,17,135000,00,Verschiedene Gesellschaften bürgerlichen Rechts
2015,15,17,255000,00,Verschiedene Gesellschaften bürgerlichen Rechts
2015,15,17,406000,00,Verschiedene Gesellschaften bürgerlichen Rechts
2016,15,17,433000,00,Verschiedene Gesellschaften bürgerlichen Rechts
2016,15,17,257550,00,Verschiedene Gesellschaften bürgerlichen Rechts
2014,15,17,46529,00,Verschiedene Gesellschaften bürgerlichen Rechts
2014,15,17,1614450,00,Verschiedene Gesellschaften bürgerlichen Rechts
2015,15,17,9936,00,Verschiedene Gesellschaften bürgerlichen Rechts
2015,15,17,150000,00,Verschiedene Gesellschaften bürgerlichen Rechts
2015,15,17,1000,00,Verschiedene Gesellschaften bürgerlichen Rechts
2015,15,17,1405900,00,Verschiedene Gesellschaften bürgerlichen Rechts
2015,15,17,1311109,00,Verschiedene Gesellschaften bürgerlichen Rechts
2016,15,17,152000,00,Verschiedene Gesellschaften bürgerlichen Rechts
2016,15,17,52000,00,Verschiedene Gesellschaften bürgerlichen Rechts
2016,15,17,49587,00,Verschiedene Gesellschaften bürgerlichen Rechts
2016,15,17,1471503,00,Verschiedene Gesellschaften bürgerlichen Rechts
2016,15,17,443093,00,Verschiedene Gesellschaften bürgerlichen Rechts
2016,15,17,1623437,00,Verschiedene Gesellschaften bürgerlichen Rechts
2013,16,02,2555,00,Verschiedene Gesellschaften bürgerlichen Rechts
2013,16,02,3750,00,Verschiedene Gesellschaften bürgerlichen Rechts
2013,16,02,114749,00,Verschiedene Gesellschaften bürgerlichen Rechts
2015,16,02,17038,00,Verschiedene Gesellschaften bürgerlichen Rechts
2015,17,04,3995,00,Verschiedene Gesellschaften bürgerlichen Rechts
2012,20,20,2291127,00,Verschiedene Gesellschaften bürgerlichen Rechts
2009,23,00,664644,00,Verschiedene Gesellschaften bürgerlichen Rechts
2010,23,00,663620,00,Verschiedene Gesellschaften bürgerlichen Rechts
2011,23,02,495129,00,Verschiedene Gesellschaften bürgerlichen Rechts
2010,26,00,104281,00,Verschiedene Gesellschaften bürgerlichen Rechts
2011,26,05,1023,00,Verschiedene Gesellschaften bürgerlichen Rechts
2012,27,05,138772,00,verschiedene Gesellschaften bürgerlichen Rechts
2013,27,05,91053,00,Verschiedene Gesellschaften bürgerlichen Rechts
2014,27,05,50000,00,Verschiedene Gesellschaften bürgerlichen Rechts
2014,27,23,436500,00,Verschiedene Gesellschaften bürgerlichen Rechts
2014,27,25,57034,00,Verschiedene Gesellschaften bürgerlichen Rechts
2015,27,03,18235,00,Verschiedene Gesellschaften bürgerlichen Rechts
2015,27,05,39714,00,Verschiedene Gesellschaften bürgerlichen Rechts
2015,27,23,379750,00,Verschiedene Gesellschaften bürgerlichen Rechts
2015,27,25,29510,00,Verschiedene Gesellschaften bürgerlichen Rechts
2016,27,03,100000,00,verschiedene Gesellschaften bürgerlichen Rechts
2016,27,05,128411,00,verschiedene Gesellschaften bürgerlichen Rechts
2016,27,25,1438,00,verschiedene Gesellschaften bürgerlichen Rechts
2012,28,28,71370,00,Verschiedene Gesellschaften bürgerlichen Rechts
2012,28,28,5000,00,Verschiedene Gesellschaften bürgerlichen Rechts
2013,28,28,1671695,00,Verschiedene Gesellschaften bürgerlichen Rechts
2014,28,28,305411,00,Verschiedene Gesellschaften bürgerlichen Rechts
2014,28,28,28476,00,Verschiedene Gesellschaften bürgerlichen Rechts
2015,28,28,218320,00,Verschiedene Gesellschaften bürgerlichen Rechts
2015,28,28,1077397,00,Verschiedene Gesellschaften bürgerlichen Rechts
2016,28,28,71395,00,Verschiedene Gesellschaften bürgerlichen Rechts
2016,28,28,28840,00,Verschiedene Gesellschaften bürgerlichen Rechts
2016,28,28,169770,00,Verschiedene Gesellschaften bürgerlichen Rechts
2016,28,28,916100,00,Verschiedene Gesellschaften bürgerlichen Rechts
2016,28,28,20000,00,Verschiedene Gesellschaften bürgerlichen Rechts
2016,28,28,32571,00,Verschiedene Gesellschaften bürgerlichen Rechts
2016,28,28,8000,00,Verschiedene Gesellschaften bürgerlichen Rechts
2016,28,28,233912,00,Verschiedene Gesellschaften bürgerlichen Rechts
2016,28,28,18217,00,Verschiedene Gesellschaften bürgerlichen Rechts
2009,29,00,787070,00,Verschiedene Gesellschaften bürgerlichen Rechts
2010,29,00,63970,00,Verschiedene Gesellschaften bürgerlichen Rechts
2011,29,10,750,00,Verschiedene Gesellschaften bürgerlichen Rechts
2010,30,00,107000,00,Verschiedene Gesellschaften bürgerlichen Rechts
2011,30,00,95000,00,Verschiedene Gesellschaften bürgerlichen Rechts
2012,30,17,55900,00,Verschiedene Gesellschaften bürgerlichen Rechts
2014,30,17,105000,00,Verschiedene Gesellschaften bürgerlichen Rechts
2015,30,17,400000,00,Verschiedene Gesellschaften bürgerlichen Rechts
2016,30,17,435000,00,Verschiedene Gesellschaften bürgerlichen Rechts
2013,28,09,5856,00,Verschiedene Gesellschaften bürgerlichen Rechts
2011,00,17,7170,00,Verschiedene natürliche Personen
2014,00,17,9731,00,Verschiedene natürliche Personen
2015,00,17,16000,00,Verschiedene natürliche Personen
2011,01,17,2400,00,Verschiedene natürliche Personen
2011,01,17,1200,00,Verschiedene natürliche Personen
2011,01,17,2000,00,Verschiedene natürliche Personen
2011,01,17,1500,00,Verschiedene natürliche Personen
2011,01,17,1254,00,Verschiedene natürliche Personen
2011,01,17,2840,00,Verschiedene natürliche Personen
2011,01,17,2430,00,Verschiedene natürliche Personen
2011,01,17,1470,00,Verschiedene natürliche Personen
2011,01,17,2710,00,Verschiedene natürliche Personen
2011,01,17,2840,00,Verschiedene natürliche Personen
2011,01,17,2600,00,Verschiedene natürliche Personen
2011,01,17,4526,00,Verschiedene natürliche Personen
2011,01,17,2690,00,Verschiedene natürliche Personen
2011,01,17,2850,00,Verschiedene natürliche Personen
2011,01,17,2100,00,Verschiedene natürliche Personen
2011,01,17,2000,00,Verschiedene natürliche Personen
2011,01,17,2370,00,Verschiedene natürliche Personen
2011,01,20,252,00,Verschiedene natürliche Personen
2011,01,20,8645,00,Verschiedene natürliche Personen
2012,01,17,39514,00,Verschiedene natürliche Personen
2012,01,20,3150,00,Verschiedene natürliche Personen
2013,01,20,9064,00,Verschiedene natürliche Personen
2014,01,17,191821,00,Verschiedene natürliche Personen
2014,01,20,10100,00,Verschiedene natürliche Personen
2015,01,17,65950,00,Verschiedene natürliche Personen
2015,01,20,4200,00,Verschiedene natürliche Personen
2015,01,23,15998,00,Verschiedene natürliche Personen
2015,01,23,10000,331,Verschiedene natürliche Personen
2016,01,20,3500,00,Verschiedene natürliche Personen
2016,01,23,15999,00,Verschiedene natürliche Personen
2013,02,04,1000,00,Verschiedene natürliche Personen
2013,02,11,6561,00,Verschiedene natürliche Personen
2013,02,17,820,00,Verschiedene natürliche Personen
2013,02,20,2500,00,Verschiedene natürliche Personen
2014,02,04,1000,00,Verschiedene natürliche Personen
2014,02,11,1800,00,Verschiedene natürliche Personen
2014,02,11,5404,00,Verschiedene natürliche Personen
2014,02,20,2400,00,Verschiedene natürliche Personen
2015,02,11,8104,00,Verschiedene natürliche Personen
2015,02,17,40074,00,Verschiedene natürliche Personen
2015,02,17,19434,00,Verschiedene natürliche Personen
2015,02,20,2400,00,Verschiedene natürliche Personen
2016,02,11,4508,00,Verschiedene natürliche Personen
2016,02,17,14430,00,Verschiedene natürliche Personen
2016,02,17,12000,00,Verschiedene natürliche Personen
2016,02,17,23127,00,Verschiedene natürliche Personen
2016,02,17,16649,00,Verschiedene natürliche Personen
2016,02,20,2935,00,Verschiedene natürliche Personen
2014,03,17,2000,00,Verschiedene natürliche Personen
2014,03,17,16650,00,Verschiedene natürliche Personen
2014,03,23,24500,00,Verschiedene natürliche Personen
2014,03,23,122235,00,Verschiedene natürliche Personen
2015,03,17,15500,00,Verschiedene natürliche Personen
2015,03,23,96692,00,Verschiedene natürliche Personen
2015,03,23,56718,00,Verschiedene natürliche Personen
2016,03,17,22550,00,Verschiedene natürliche Personen
2016,03,23,88978,00,Verschiedene natürliche Personen
2012,04,17,70153,00,Verschiedene natürliche Personen
2012,04,23,16944,00,Verschiedene natürliche Personen
2013,04,17,74413,00,Verschiedene natürliche Personen
2013,04,17,9400,00,Verschiedene natürliche Personen
2013,04,23,18860,00,Verschiedene natürliche Personen
2014,04,17,64378,00,Verschiedene natürliche Personen
2014,04,23,9000,00,Verschiedene natürliche Personen
2014,04,23,393736,00,Verschiedene natürliche Personen
2014,04,23,13609,00,Verschiedene natürliche Personen
2014,04,23,22765,00,Verschiedene natürliche Personen
2015,04,17,41568,00,Verschiedene natürliche Personen
2015,04,17,15961,00,Verschiedene natürliche Personen
2015,04,17,5000,00,Verschiedene natürliche Personen
2015,04,23,687126,00,Verschiedene natürliche Personen
2015,04,23,26700,00,Verschiedene natürliche Personen
2016,04,17,43324,00,Verschiedene natürliche Personen
2016,04,17,24508,00,Verschiedene natürliche Personen
2016,04,17,23000,00,Verschiedene natürliche Personen
2016,04,17,30700,00,Verschiedene natürliche Personen
2016,04,20,4950,00,Verschiedene natürliche Personen
2016,04,23,349472,00,Verschiedene natürliche Personen
2016,04,23,42475,00,Verschiedene natürliche Personen
2012,05,04,397179,00,Verschiedene natürliche Personen
2012,05,17,31483,00,Verschiedene natürliche Personen
2012,05,17,23860,00,Verschiedene natürliche Personen
2013,05,13,480902,00,verschiedene natürliche Personen
2013,05,17,86295,00,verschiedene natürliche Personen
2014,05,02,362973,00,Verschiedene natürliche Personen
2014,05,04,30421,00,Verschiedene natürliche Personen
2014,05,17,91602,00,Verschiedene natürliche Personen
2014,05,23,8999,00,Verschiedene natürliche Personen
2015,05,02,27800,00,Verschiedene natürliche Personen
2015,05,04,160487,00,Verschiedene natürliche Personen
2015,05,07,5000,00,Verschiedene natürliche Personen
2015,05,11,2780,00,Verschiedene natürliche Personen
2015,05,13,117520,00,Verschiedene natürliche Personen
2015,05,14,8000,00,Verschiedene natürliche Personen
2015,05,17,120525,00,Verschiedene natürliche Personen
2015,05,20,15750,00,Verschiedene natürliche Personen
2015,05,28,5997,00,Verschiedene natürliche Personen
2016,05,02,16344,00,verschiedene natürliche Personen
2016,05,04,140615,00,verschiedene natürliche Personen
2016,05,13,26135,00,verschiedene natürliche Personen
2016,05,14,28000,00,verschiedene natürliche Personen
2016,05,17,124335,00,verschiedene natürliche Personen
2016,05,20,5308,00,verschiedene natürliche Personen
2016,05,23,34000,00,verschiedene natürliche Personen
2016,05,28,5997,00,verschiedene natürliche Personen
2014,06,17,124100,00,Verschiedene natürliche Personen
2011,07,17,800,00,verschiedene natürliche Personen
2011,07,23,41700,00,verschiedene natürliche Personen
2012,07,14,17880,00,verschiedene natürliche Personen
2012,07,17,7605,00,verschiedene natürliche Personen
2012,07,23,25000,00,verschiedene natürliche Personen
2013,07,17,27908,00,verschiedene natürliche Personen
2013,07,23,37000,00,verschiedene natürliche Personen
2014,07,17,33772,00,verschiedene natürliche Personen
2014,07,23,2000,00,Verschiedene natürliche Personen
2014,07,23,25000,00,Verschiedene natürliche Personen
2014,07,23,14000,00,Verschiedene natürliche Personen
2015,07,17,45630,00,Verschiedene natürliche Personen
2015,07,23,15000,00,Verschiedene natürliche Personen
2015,07,23,1000,00,Verschiedene natürliche Personen
2015,07,23,21666,00,Verschiedene natürliche Personen
2016,07,17,30446,00,Verschiedene natürliche Personen
2016,07,23,24996,00,Verschiedene natürliche Personen
2011,08,20,400,00,Verschiedene natürliche Personen
2014,08,04,2400,00,Verschiedene natürliche Personen
2014,08,14,300,00,Verschiedene natürliche Personen
2014,08,20,1500,00,Verschiedene natürliche Personen
2015,08,04,2800,00,Verschiedene natürliche Personen
2015,08,17,230,00,Verschiedene natürliche Personen
2015,08,20,650,00,Verschiedene natürliche Personen
2012,09,17,51135,00,Verschiedene natürliche Personen
