jahr,geber,politikbereich,betrag,plz,name
2012,09,20,550,00,Verschiedene natürliche Personen
2012,09,20,2000,188,Verschiedene natürliche Personen
2013,09,17,52235,00,Verschiedene natürliche Personen
2013,09,20,2000,00,Verschiedene natürliche Personen
2014,09,17,53725,00,Verschiedene natürliche Personen
2015,09,17,40156,00,Verschiedene natürliche Personen
2016,09,17,20909,00,Verschiedene natürliche Personen
2016,09,17,30127,00,Verschiedene natürliche Personen
2016,10,17,48732,00,verschiedene natürliche Personen
2013,11,11,187,00,Verschiedene natürliche Personen
2013,11,14,4451,00,Verschiedene natürliche Personen
2013,11,14,2544,00,Verschiedene natürliche Personen
2013,11,14,250,00,Verschiedene natürliche Personen
2013,11,14,2750,00,Verschiedene natürliche Personen
2013,11,17,2500,00,Verschiedene natürliche Personen
2013,11,17,14100,00,Verschiedene natürliche Personen
2013,11,17,21590,00,Verschiedene natürliche Personen
2013,11,20,5340,00,Verschiedene natürliche Personen
2013,11,20,300,00,Verschiedene natürliche Personen
2013,11,20,2000,00,Verschiedene natürliche Personen
2013,11,20,5240,00,Verschiedene natürliche Personen
2013,11,23,2000,00,Verschiedene natürliche Personen
2013,11,25,700,00,Verschiedene natürliche Personen
2014,11,01,1000,00,Verschiedene natürliche Personen
2014,11,04,1000,00,Verschiedene natürliche Personen
2014,11,04,1776,00,Verschiedene natürliche Personen
2014,11,11,279519,00,Verschiedene natürliche Personen
2014,11,11,524,00,Verschiedene natürliche Personen
2014,11,14,2240,00,Verschiedene natürliche Personen
2014,11,17,250,00,Verschiedene natürliche Personen
2014,11,17,300,00,Verschiedene natürliche Personen
2014,11,17,29067,00,Verschiedene natürliche Personen
2014,11,17,300,00,Verschiedene natürliche Personen
2014,11,17,20077,00,Verschiedene natürliche Personen
2014,11,17,1400,00,Verschiedene natürliche Personen
2014,11,20,5210,00,Verschiedene natürliche Personen
2014,11,20,6000,00,Verschiedene natürliche Personen
2014,11,20,1474,00,Verschiedene natürliche Personen
2014,11,25,906,00,Verschiedene natürliche Personen
2014,11,28,600,00,Verschiedene natürliche Personen
2015,11,04,960,00,Verschiedene natürliche Personen
2015,11,11,1200,00,Verschiedene natürliche Personen
2015,11,13,5100,00,Verschiedene natürliche Personen
2015,11,14,2479,00,Verschiedene natürliche Personen
2015,11,17,1000,00,Verschiedene natürliche Personen
2015,11,17,1500,00,Verschiedene natürliche Personen
2015,11,17,4000,00,Verschiedene natürliche Personen
2015,11,17,13100,00,Verschiedene natürliche Personen
2015,11,17,15625,00,Verschiedene natürliche Personen
2015,11,20,12946,00,Verschiedene natürliche Personen
2015,11,20,600,00,Verschiedene natürliche Personen
2015,11,20,400,00,Verschiedene natürliche Personen
2015,11,20,2900,00,Verschiedene natürliche Personen
2016,11,04,700,00,Verschiedene natürliche Personen
2016,11,06,2192,00,Verschiedene natürliche Personen
2016,11,07,670,00,Verschiedene natürliche Personen
2016,11,11,500,00,Verschiedene natürliche Personen
2016,11,13,5740,00,Verschiedene natürliche Personen
2016,11,14,1539,00,Verschiedene natürliche Personen
2016,11,14,1975,00,Verschiedene natürliche Personen
2016,11,17,2000,00,Verschiedene natürliche Personen
2016,11,17,1500,00,Verschiedene natürliche Personen
2016,11,17,500,00,Verschiedene natürliche Personen
2016,11,17,1900,00,Verschiedene natürliche Personen
2016,11,17,1800,00,Verschiedene natürliche Personen
2016,11,17,4800,00,Verschiedene natürliche Personen
2016,11,17,7500,00,Verschiedene natürliche Personen
2016,11,17,5000,00,Verschiedene natürliche Personen
2016,11,17,5500,00,Verschiedene natürliche Personen
2016,11,17,12148,00,Verschiedene natürliche Personen
2016,11,17,1300,00,Verschiedene natürliche Personen
2016,11,17,1000,00,Verschiedene natürliche Personen
2016,11,17,2500,00,Verschiedene natürliche Personen
2016,11,17,8660,00,Verschiedene natürliche Personen
2016,11,17,12500,00,Verschiedene natürliche Personen
2016,11,20,800,00,Verschiedene natürliche Personen
2016,11,20,5830,00,Verschiedene natürliche Personen
2016,11,20,5750,00,Verschiedene natürliche Personen
2016,11,20,200,00,Verschiedene natürliche Personen
2016,11,20,700,00,Verschiedene natürliche Personen
2014,12,16,7210,00,Verschiedene natürliche Personen
2012,13,04,3585,00,Verschiedene natürliche Personen
2015,13,04,3506,00,Verschiedene natürliche Personen
2016,13,04,6000,00,Verschiedene natürliche Personen
2013,14,17,120995,00,Verschiedene natürliche Personen
2014,14,17,109000,00,Verschiedene natürliche Personen
2016,14,06,23730,00,Verschiedene natürliche Personen
2016,14,17,456831,00,Verschiedene natürliche Personen
2015,15,17,270000,00,Verschiedene natürliche Personen
2016,15,17,100000,00,Verschiedene natürliche Personen
2016,15,17,272700,00,Verschiedene natürliche Personen
2014,15,17,37000,00,Verschiedene natürliche Personen
2014,15,17,270000,00,Verschiedene natürliche Personen
2014,15,17,1161948,00,Verschiedene natürliche Personen
2014,15,17,50000,00,Verschiedene natürliche Personen
2014,15,17,207755,00,Verschiedene natürliche Personen
2014,15,17,2033134,00,Verschiedene natürliche Personen
2014,15,17,256000,00,Verschiedene natürliche Personen
2014,15,17,110000,00,Verschiedene natürliche Personen
2014,15,17,152065,00,Verschiedene natürliche Personen
2014,15,17,4510,00,Verschiedene natürliche Personen
2015,15,17,1132000,00,Verschiedene natürliche Personen
2015,15,17,70000,00,Verschiedene natürliche Personen
2015,15,17,107114,00,Verschiedene natürliche Personen
2015,15,17,1009811,00,Verschiedene natürliche Personen
2015,15,17,1517644,00,Verschiedene natürliche Personen
2015,15,17,250000,00,Verschiedene natürliche Personen
2015,15,17,1911300,00,Verschiedene natürliche Personen
2016,15,17,30000,00,Verschiedene natürliche Personen
2016,15,17,64400,00,Verschiedene natürliche Personen
2016,15,17,116938,00,Verschiedene natürliche Personen
2016,15,17,2219242,00,Verschiedene natürliche Personen
2016,15,17,134398,00,Verschiedene natürliche Personen
2016,15,17,1825758,00,Verschiedene natürliche Personen
2016,15,17,250000,00,Verschiedene natürliche Personen
2016,15,17,551926,00,Verschiedene natürliche Personen
2016,15,17,953389,00,Verschiedene natürliche Personen
2012,16,02,84597,00,Verschiedene natürliche Personen
2013,16,02,1049612,00,Verschiedene natürliche Personen
2013,16,10,5515,00,Verschiedene natürliche Personen
2014,16,02,658674,00,Verschiedene natürliche Personen
2014,16,10,1875,00,Verschiedene natürliche Personen
2015,16,02,778611,00,Verschiedene natürliche Personen
2015,16,02,165475,00,Verschiedene natürliche Personen
2015,16,10,921,00,Verschiedene natürliche Personen
2016,16,02,639703,00,verschiedene natürliche Personen
2016,16,02,33934,00,verschiedene natürliche Personen
2011,26,05,3040,00,Verschiedene natürliche Personen
2011,26,05,255590,00,Verschiedene natürliche Personen
2011,26,23,35000,00,Verschiedene natürliche Personen
2011,26,25,59500,00,Verschiedene natürliche Personen
2011,26,27,10000,00,Verschiedene natürliche Personen
2012,27,03,454572,00,verschiedene natürliche Personen
2012,27,05,377409,00,verschiedene natürliche Personen
2012,27,25,121261,00,verschiedene natürliche Personen
2013,27,03,212349,00,Verschiedene natürliche Personen
2013,27,05,452402,00,Verschiedene natürliche Personen
2013,27,25,55825,00,Verschiedene natürliche Personen
2014,27,05,522420,00,Verschiedene natürliche Personen
2014,27,05,36000,00,Verschiedene natürliche Personen
2014,27,23,199256,00,Verschiedene natürliche Personen
2014,27,25,402105,00,Verschiedene natürliche Personen
2015,27,03,24237,00,Verschiedene natürliche Personen
2015,27,05,317488,00,Verschiedene natürliche Personen
2016,27,03,172896,00,verschiedene natürliche Personen
2016,27,05,223433,00,verschiedene natürliche Personen
2016,27,25,256571,00,verschiedene natürliche Personen
2012,28,28,5271790,00,Verschiedene natürliche Personen
2013,28,28,4746824,00,Verschiedene natürliche Personen
2014,28,28,184250,00,Verschiedene natürliche Personen
2014,28,28,1316132,00,Verschiedene natürliche Personen
2014,28,28,24987,00,Verschiedene natürliche Personen
2014,28,28,24629,00,Verschiedene natürliche Personen
2015,28,28,83407,00,Verschiedene natürliche Personen
2015,28,28,20000,00,Verschiedene natürliche Personen
2015,28,28,99134,00,Verschiedene natürliche Personen
2015,28,28,76340,00,Verschiedene natürliche Personen
2015,28,28,1248537,00,Verschiedene natürliche Personen
2016,28,28,191278,00,Verschiedene natürliche Personen
2016,28,28,29490,00,Verschiedene natürliche Personen
2016,28,28,140520,00,Verschiedene natürliche Personen
2016,28,28,976930,00,Verschiedene natürliche Personen
2016,28,28,80000,00,Verschiedene natürliche Personen
2016,28,28,190085,00,Verschiedene natürliche Personen
2016,28,28,17187,00,Verschiedene natürliche Personen
2016,28,28,430000,00,Verschiedene natürliche Personen
2016,28,28,40060,00,Verschiedene natürliche Personen
2011,29,28,5000,00,Verschiedene natürliche Personen
2012,30,17,84000,00,Verschiedene natürliche Personen
2012,30,17,16400,00,Verschiedene natürliche Personen
2012,30,17,4600,00,Verschiedene natürliche Personen
2012,30,17,55000,00,Verschiedene natürliche Personen
2012,30,17,11000,00,Verschiedene natürliche Personen
2013,30,17,225400,00,Verschiedene natürliche Personen
2014,30,17,212450,00,Verschiedene natürliche Personen
2015,30,17,228000,00,Verschiedene natürliche Personen
2016,30,17,88000,00,Verschiedene natürliche Personen
2015,14,17,470038,00,Verschiedene natürliche Personen einschl. GbRs
2015,15,17,5455,00,Verschiedene natürliche Personenen
2011,13,04,3585,00,verschiedene unter 5.000 Euro
2009,00,17,2698,00,Verschiedene unter 5.000 Euro
2009,03,14,19900,00,Verschiedene unter 5.000 Euro
2009,04,14,5563,00,Verschiedene unter 5.000 Euro
2009,04,17,11800,00,Verschiedene unter 5.000 Euro
2009,04,20,14006,00,Verschiedene unter 5.000 Euro
2009,15,17,90000,00,Verschiedene unter 5.000 Euro
2009,18,14,24874,00,Verschiedene unter 5.000 Euro
2009,26,05,15144,00,Verschiedene unter 5.000 Euro
2009,26,23,9410,00,Verschiedene unter 5.000 Euro
2009,26,27,3995,00,Verschiedene unter 5.000 Euro
2011,29,28,45322,00,Verschiedene unter 5.000 Euro
2013,03,17,5800,00,Verschiedene Zuwendungen an natürliche Personen
2013,03,17,14020,00,Verschiedene Zuwendungen an natürliche Personen
2013,03,23,148924,00,Verschiedene Zuwendungen an natürliche Personen
2013,12,16,12050,00,Verschiedene Zuwendungen an natürliche Personen
2012,15,17,385000,00,Verschiedene Zuwendungen an natürliche Personen
2013,15,17,100000,00,Verschiedene Zuwendungen an natürliche Personen
2013,15,17,385000,00,Verschiedene Zuwendungen an natürliche Personen
2010,15,17,32350,00,Verschiedene Zuwendungen an natürliche Personen
2010,15,17,100000,00,Verschiedene Zuwendungen an natürliche Personen
2010,15,17,250000,00,Verschiedene Zuwendungen an natürliche Personen
2010,15,17,6540,00,Verschiedene Zuwendungen an natürliche Personen
2010,15,17,18000,00,Verschiedene Zuwendungen an natürliche Personen
2010,15,17,125160,00,Verschiedene Zuwendungen an natürliche Personen
2010,15,17,760842,00,Verschiedene Zuwendungen an natürliche Personen
2010,15,17,98000,00,Verschiedene Zuwendungen an natürliche Personen
2010,15,17,2975924,00,Verschiedene Zuwendungen an natürliche Personen
2012,15,17,40000,00,Verschiedene Zuwendungen an natürliche Personen
2012,15,17,250000,00,Verschiedene Zuwendungen an natürliche Personen
2012,15,17,100000,00,Verschiedene Zuwendungen an natürliche Personen
2012,15,17,110000,00,Verschiedene Zuwendungen an natürliche Personen
2012,15,17,16400,00,Verschiedene Zuwendungen an natürliche Personen
2012,15,17,165144,00,Verschiedene Zuwendungen an natürliche Personen
2012,15,17,2850571,00,Verschiedene Zuwendungen an natürliche Personen
2012,15,17,4536260,00,Verschiedene Zuwendungen an natürliche Personen
2012,15,17,6190,00,Verschiedene Zuwendungen an natürliche Personen
2012,15,17,1031112,00,Verschiedene Zuwendungen an natürliche Personen
2012,15,17,10000,00,Verschiedene Zuwendungen an natürliche Personen
2012,15,17,569278,00,Verschiedene Zuwendungen an natürliche Personen
2013,15,17,16000,00,Verschiedene Zuwendungen an natürliche Personen
2013,15,17,890306,00,Verschiedene Zuwendungen an natürliche Personen
2013,15,17,3185620,00,Verschiedene Zuwendungen an natürliche Personen
2013,15,17,50000,00,Verschiedene Zuwendungen an natürliche Personen
2013,15,17,137591,00,Verschiedene Zuwendungen an natürliche Personen
2013,15,17,3060293,00,Verschiedene Zuwendungen an natürliche Personen
2013,15,17,250000,00,Verschiedene Zuwendungen an natürliche Personen
2013,15,17,110000,00,Verschiedene Zuwendungen an natürliche Personen
2013,15,17,11600,00,Verschiedene Zuwendungen an natürliche Personen
2013,15,17,729787,00,Verschiedene Zuwendungen an natürliche Personen
2013,15,17,124020,00,Verschiedene Zuwendungen an natürliche Personen
2012,12,16,7178,00,Verschiedene Zuwendungen an natürliche Personen aus Kapitel 0320, Titel 68444
2013,12,16,12270,00,Verschiedene Zuwendungen unter 5.000 €
2013,12,16,16885,00,Verschiedene Zuwendungen unter 5.000 €
2010,15,17,5386,00,Verschiedene Zuwendungen unter 5.000 €
2010,15,17,17719,00,Verschiedene Zuwendungen unter 5.000 €
2012,15,17,4000,00,Verschiedene Zuwendungen unter 5.000 €
2012,15,17,142595,00,Verschiedene Zuwendungen unter 5.000 €
2012,15,17,4300,00,Verschiedene Zuwendungen unter 5.000 €
2012,15,17,10460,00,Verschiedene Zuwendungen unter 5.000 €
2012,15,17,8860,00,Verschiedene Zuwendungen unter 5.000 €
2012,15,17,57522,00,Verschiedene Zuwendungen unter 5.000 €
2012,15,17,1499,00,Verschiedene Zuwendungen unter 5.000 €
2013,15,17,3436,00,Verschiedene Zuwendungen unter 5.000 €
2013,15,17,4054,00,Verschiedene Zuwendungen unter 5.000 €
2013,15,17,223552,00,Verschiedene Zuwendungen unter 5.000 €
2013,15,17,4100,00,Verschiedene Zuwendungen unter 5.000 €
2013,15,17,66248,00,Verschiedene Zuwendungen unter 5.000 €
2013,15,17,57352,00,Verschiedene Zuwendungen unter 5.000 €
2013,15,17,24175,00,Verschiedene Zuwendungen unter 5.000 €
2013,15,17,3340,00,Verschiedene Zuwendungen unter 5.000 €
2013,15,17,16252,00,Verschiedene Zuwendungen unter 5.000 €
2013,15,17,3850,00,Verschiedene Zuwendungen unter 5.000 €
2010,12,16,3995,00,Verschiedene Zuwendungen unter 5.000 Euro
2011,22,21,247,332,Versehrten Sport Verein Spandau e. V.
2012,22,21,247,332,Versehrten Sport Verein Spandau e. V.
2013,22,21,496,332,Versehrten Sport Verein Spandau e. V.
2015,22,21,531,332,Versehrten Sport Verein Spandau e. V.
2011,22,21,179,224,Versehrten Sportverein Neukölln e. V.
2010,22,21,266,332,Versehrten Sportverein Spandau e. V.
2010,22,21,293,224,Versehrtensportverein Neukölln e. V.
2014,22,21,630,332,Versehrten-Sportverein Spandau
2016,22,21,307,332,Versehrten-Sportverein Spandau
2011,22,21,753,346,Versehrten-Wassersport-Gemeinschaft
2012,22,21,879,346,Versehrten-Wassersport-Gemeinschaft
2015,22,21,1053,346,Versehrten-Wassersport-Gemeinschaft
2010,22,21,406,346,Versehrten-Wassersport-Gemeinschaft e. V.
2012,22,21,70800,346,Versehrten-Wassersport-Gemeinschaft e. V.
2014,22,21,663,346,Versehrten-Wassersport-Gemeinschaft e. V.
2016,22,21,481,346,Versehrten-Wassersport-Gemeinschaft e. V.
2016,28,28,2700,318,VerSeRo GmbH
2009,29,28,600,138,Verstärker Medienmarketing GmbH
2012,28,28,26433000,291,Versuchs- und Lehranstalt für Brauerei (VLB) in Berlin e. V.
2014,28,28,26433000,291,Versuchs- und Lehranstalt für Brauerei (VLB) in Berlin e. V.
2016,28,28,26433000,291,Versuchs- und Lehranstalt für Brauerei (VLB) in Berlin e. V.
2016,28,28,2162608,291,Versuchs- und Lehranstalt für Brauerei (VLB) in Berlin e. V.
2009,29,28,24142713,291,Versuchs- und Lehranstalt für Brauerei (VLB) in Berlin e. V.
2013,28,28,26433000,291,Versuchs- und Lehranstalt für Brauerei in Berlin (VLB) e. V.
2011,29,28,135133,291,Versuchs- und Lehranstalt für Brauerei in Berlin e. V. (VLB)
2013,28,28,20000,23,Vertical Media GmbH
2015,28,28,950,136,Verticalgreendesign UG (haftungsbeschränkt)
2016,28,28,2170,136,Verticalgreendesign UG (haftungsbeschränkt)
2011,26,05,6960,262,Verwaltungskommission der Evangelischen Friedhöfe St. Andreas/St. Markus - Alt Stralau
2009,23,02,56411,247,Verwaltungskontor e. V.
2009,23,02,81901,247,Verwaltungskontor e. V.
2010,23,02,56015,247,Verwaltungskontor e. V.
2012,28,28,3000,12,VESCAPE GmbH
2011,29,28,2100,08,VESCAPE GmbH
2015,27,25,34258,00,Veschiedene natürliche Personen
2015,27,25,232021,00,Veschiedene natürliche Personen
2015,14,17,1250,22,VEVO Germany GmbH
2009,01,21,1372,35,VFB Berlin-Friedrichshain 1911
2014,22,21,3627,248,VfB Fortuna Biesdorf e. V.
2016,22,21,4480,248,VfB Fortuna Biesdorf e. V.
2015,22,21,4513,310,VfB Hermsdorf
2014,22,21,253,45,VfB Stern Marzahn e. V.
2016,22,21,136,45,VfB Stern Marzahn e. V.
2013,16,02,324734,83,vfbb e. V., Verein zur Förderung der beruflichen Bildung Berlin
2009,23,02,1140,268,VfBN an der Marcel Breuer Schule Berlin e. V., Verein für Berufsbildung und Nachwuchsförderung
2009,23,02,107332,268,VfBN an der Marcel Breuer Schule Berlin e. V., Verein für Berufsbildung und Nachwuchsförderung
2009,23,02,52458,268,VfBN an der Marcel Breuer Schule Berlin e. V., Verein für Berufsbildung und Nachwuchsförderung
2011,23,02,3008,268,VfBN an der Marcel Breuer Schule Berlin e. V., Verein für Berufsbildung und Nachwuchsförderung
2012,16,02,1501,160,VfJ Werkstätten GmbH
2009,23,02,1408,160,VfJ Werkstätten GmbH
2009,23,02,5535,160,VfJ Werkstätten GmbH
2009,23,02,2820,160,VfJ Werkstätten GmbH
2010,23,02,4990,160,VfJ Werkstätten GmbH
2010,23,02,2258,160,VfJ Werkstätten GmbH
2013,30,20,500000,160,VfJ Werkstätten GmbH
2015,30,20,300000,160,VfJ Werkstätten GmbH
2013,09,21,1500,185,VFK Berlin-Südwest
2014,22,21,331,305,VfL Humboldt 1919 e. V.
2009,10,21,1069,196,VfL Lichtenrade 1894 e. V.
2010,10,21,800,196,VfL Lichtenrade 1894 e. V.
2010,10,21,1658,196,VfL Lichtenrade 1894 e. V.
2011,10,21,2000,196,VfL Lichtenrade 1894 e. V.
2016,10,21,1540,196,VfL Lichtenrade 1894 e. V.
2014,22,21,5971,196,VfL Lichtenrade 1894 e. V.
2016,22,21,6951,196,VfL Lichtenrade 1894 e. V.
2013,10,21,2000,170,VfL Lichtenrade 1894 e.V.
